ID,type,text
11053,personalNouns,hirundo
2512,commonWords,his
280,possessive_pronouns,his | t | m
11054,personalNouns,hiss
24224,adjs,hissy
6942,commonWords,hist
11055,personalNouns,histologist
5742,commonWords,historic
4366,commonWords,historical
11056,personalNouns,historiographer
2780,commonWords,history
3996,commonWords,hit
11057,personalNouns,hit
534162,irregular_verbs,"hit, hit, hit"
11058,personalNouns,hitch
20348,word_clues,hitch: snag | unforeseen obstacle | towing appendage
11059,personalNouns,hither
21984,word_clues,hither: here | to this place | literally
11060,personalNouns,hitherto
24225,adjs,hitless
4201,commonWords,hits
18968,word_clues,hits: chart toppers | top tunes | punches
11061,personalNouns,hitter
5376,commonWords,hiv
11062,personalNouns,hives
27837,interjections,hmm
11063,personalNouns,ho
27838,interjections,ho hum
11064,personalNouns,hoar
11065,personalNouns,hoard
20349,word_clues,hoard: put away | stockpile | cache | stash | secret store | stash away | hidden treasure
11066,personalNouns,hoarder
1447,nouns,hoarding
21985,word_clues,hoards: stockpiles | stashes | squirrels away | stores selfishly | accumulates
11067,personalNouns,hoarfrost
11068,personalNouns,hoarse
11069,personalNouns,hoax
18969,word_clues,hoax: fake | deception | fraud | scam
11070,personalNouns,hoaxer
11071,personalNouns,hob
6576,commonWords,hobbies
11072,personalNouns,hobble
21986,word_clues,hobble: walk unsteadily | limp | walk haltingly
11073,personalNouns,hobbler
11074,personalNouns,hobbyhorse
25763,compounds,hobbyhorse | hobby | horse
11075,personalNouns,hobnail
25764,compounds,hobnail | hob | nail
11076,personalNouns,hobnob
18970,word_clues,hobo: vagabond | tramp | bum
11077,personalNouns,hock
1448,nouns,hockey
5857,commonWords,hockey
21987,word_clues,hockey: skating sport | ice sport | puck sport
11078,personalNouns,hod
11079,personalNouns,hodgepodge
11080,personalNouns,hodman
11081,personalNouns,hoe
11082,personalNouns,hoecake
25765,compounds,hoecake | hoe | cake
11083,personalNouns,hog
11084,personalNouns,hogback
11085,personalNouns,hogchoker
11086,personalNouns,hogget
18971,word_clues,hogs: choppers | swine | greedy ones | slop eaters
11087,personalNouns,hogshead
25766,compounds,hogshead | hogs | head
25767,compounds,hogtie | hog | tie
11088,personalNouns,hogwash
25768,compounds,hogwash | hog | wash
11089,personalNouns,hoist
20350,word_clues,hoist: bring up | lift | raise
3720,commonWords,hold
11090,personalNouns,hold
534163,irregular_verbs,"hold, held, held"
18972,word_clues,hold: maintain | hang on to | grasp | retain
6060,commonWords,holdem
6515,commonWords,holder
11091,personalNouns,holder
21988,word_clues,holder: container | receptacle | case | housing
11092,personalNouns,holdfast
5568,commonWords,holding
6277,commonWords,holds
20351,word_clues,holds: maintains | storage areas | wrestling maneuvers | keeps in place
25769,compounds,holdup | hold | up
5411,commonWords,hole
11093,personalNouns,hole
18973,word_clues,hole: opening | puncture | golf target | bagel feature
20352,word_clues,holes: golf goals | logical flaws | swiss cheese features | collandar features | missing pieces | donut features
11094,personalNouns,holibut
3406,commonWords,holiday
4404,commonWords,holidays
24226,adjs,holiness
11095,personalNouns,holing
11096,personalNouns,holla
11097,personalNouns,holland
11098,personalNouns,hollander
11099,personalNouns,hollands
11100,personalNouns,hollo
11101,personalNouns,holloa
11102,personalNouns,hollow
11103,personalNouns,hollyhock
25770,compounds,hollyhock | holly | hock
6141,commonWords,hollywood
11104,personalNouns,holmium
11105,personalNouns,holocaust
11106,personalNouns,holocephali
11107,personalNouns,holograph
11108,personalNouns,holometabola
11109,personalNouns,holster
5683,commonWords,holy
18974,word_clues,holy: sacred | sanctified | blessed
21989,word_clues,homage: respect | reverence | something paid | tribute | respectful tribute
11110,personalNouns,homarus
2478,commonWords,home
11111,personalNouns,home
18975,word_clues,home: one of the bases | residence | where the heart is
25771,compounds,homebody | home | body
25772,compounds,homecoming | home | coming
1449,nouns,homeland
25773,compounds,homeland | home | land
21990,word_clues,homely: hardly handsome | plain | not very attractive
11112,personalNouns,homemade
25774,compounds,homemade | home | made
25775,compounds,homemaker | home | maker
11113,personalNouns,homeopath
25776,compounds,homeowner | home | owner
3562,commonWords,homepage
1450,nouns,homer
11114,personalNouns,homer
25777,compounds,homeroom | home | room
3653,commonWords,homes
20353,word_clues,homes: residences | realty listings | houses | realty offerings
11115,personalNouns,homesick
24227,adjs,homesick
25778,compounds,homesick | home | sick
11116,personalNouns,homespun
25779,compounds,homespun | home | spun
11117,personalNouns,homestead
25780,compounds,homestead | home | stead
11118,personalNouns,homesteader
25781,compounds,homestretch | home | stretch
25782,compounds,hometown | home | town
11119,personalNouns,homeward
11120,personalNouns,homewards
25783,compounds,homework | home | work
11121,personalNouns,homicide
11122,personalNouns,homiletics
11123,personalNouns,homograph
11124,personalNouns,homonym
11125,personalNouns,homoptera
11126,personalNouns,homopteran
11127,personalNouns,homunculus
6386,commonWords,honda
18976,word_clues,hone: sharpen | fine-tune | refine
11128,personalNouns,honest
21991,word_clues,honest: square | frank | upright | sincere | forthright | trustworthy
8475,adverbs,honestly
1451,nouns,honesty
20354,word_clues,honey: bee product | mead ingredient | natural sweetener | tea additive
11129,personalNouns,honeybee
25784,compounds,honeybee | honey | bee
11130,personalNouns,honeycomb
25785,compounds,honeycomb | honey | comb
11131,personalNouns,honeydew
25786,compounds,honeydew | honey | dew
11132,personalNouns,honeymoon
25787,compounds,honeymoon | honey | moon
21992,word_clues,honeys: hive outputs | tea additives | natural sweeteners 
11133,personalNouns,honeysucker
11134,personalNouns,honeysuckle
25788,compounds,honeysuckle | honey | suckle
4918,commonWords,hong
7560,ergative_verbs,honk
11135,personalNouns,honk
18977,word_clues,honk: horn sound | goose sound | traffic protest
6638,commonWords,honor
11136,personalNouns,honor
20355,word_clues,honor: treat respectfully | pay tribute to | revere | venerate | esteem
24228,adjs,honorable
11137,personalNouns,honorarium
21993,word_clues,honors: pays tribute to | accolades | fetes | high awards | pays homage to
27839,interjections,hoo
11138,personalNouns,hood
18978,word_clues,hood: engine covering | attached headpiece | sweatshirt feature
24229,adjs,hooded
21994,word_clues,hoodie: type of sweatshirt | top with a top | sweatshirt with a head cover
11139,personalNouns,hoodlum
11140,personalNouns,hoodoo
11141,personalNouns,hoodwink
25789,compounds,hoodwink | hood | wink
11142,personalNouns,hoof
18979,word_clues,hoof: horse's foot | pig's foot | equine foot
592,infinitive_verbs,hook
11143,personalNouns,hook
7978,general_verbs,hook | hooked
18980,word_clues,hook: catch | fishing line attachment | basketball shot
11144,personalNouns,hookah
11145,personalNouns,hooker
25790,compounds,hookup | hook | up
21995,word_clues,hookup: connection | connect a stereo | trailer park connection | electrical connection | short tryst
25791,compounds,hookworm | hook | worm
11146,personalNouns,hoop
18981,word_clues,hoop: earring type | skirt style | bucket | basketball rim
11147,personalNouns,hoopoe
11148,personalNouns,hoopoo
27840,interjections,hooray
11149,personalNouns,hoosier
11150,personalNouns,hoot
593,infinitive_verbs,hop
5767,commonWords,hop
11151,personalNouns,hop
7979,general_verbs,hop | hopped
594,infinitive_verbs,hope
3531,commonWords,hope
11152,personalNouns,hope
7980,general_verbs,hope | hoped
18982,word_clues,hope: desire | optimism | wish for
24230,adjs,hopeless
8476,adverbs,hopelessly
11153,personalNouns,hoper
11154,personalNouns,hopper
11155,personalNouns,hopple
18983,word_clues,hops: beer ingredient | rabbit moves | short trips
11156,personalNouns,hopscotch
25792,compounds,hopscotch | hop | scotch
11157,personalNouns,horde
20356,word_clues,horde: swarm | multitude | throng | crowd | legion
11158,personalNouns,hordeolum
11159,personalNouns,horehound
11160,personalNouns,horizon
11161,personalNouns,horn
18984,word_clues,horn: honker | highway warning | unicorn feature
11162,personalNouns,hornbeam
11163,personalNouns,hornbill
11164,personalNouns,hornblende
11165,personalNouns,hornbook
11166,personalNouns,hornet
21996,word_clues,hornet: stinging insect | big wasp | stinging wasp | paper nest builder
11167,personalNouns,hornpipe
11168,personalNouns,hornpout
20357,word_clues,horns: brass instruments | antlers | traffic noise
11169,personalNouns,hornwort
11170,personalNouns,horologe
11171,personalNouns,horologer
11172,personalNouns,horologist
24231,adjs,horrendous
24232,adjs,horrible
21997,word_clues,horrid: repulsive | dreadful | awful | abominable
1452,nouns,horror
6705,commonWords,horror
11173,personalNouns,horror
11174,personalNouns,horror-struck
21998,word_clues,horror: film genre | movie genre | intense fear | fright
3846,commonWords,horse
11175,personalNouns,horse
20358,word_clues,horse: mount | gymnastics apparatus | stable occupant | cowboy ride | large mammal | equine concern
11176,personalNouns,horseback
25793,compounds,horseback | horse | back
11177,personalNouns,horseflesh
25794,compounds,horseflesh | horse | flesh
25795,compounds,horsefly | horse | fly
11178,personalNouns,horsehair
25796,compounds,horsehair | horse | hair
11179,personalNouns,horsehead
11180,personalNouns,horsehide
25797,compounds,horsehide | horse | hide
11181,personalNouns,horselaugh
25798,compounds,horselaugh | horse | laugh
1453,nouns,horseman
11182,personalNouns,horseman
25799,compounds,horseman | horse | man
11183,personalNouns,horsemint
25800,compounds,horseplay | horse | play
11184,personalNouns,horsepond
25801,compounds,horsepower | horse | power
25802,compounds,horseradish | horse | radish
6771,commonWords,horses
21999,word_clues,horses: derby participants | racetrack runners | carousel figures | large mammals
11185,personalNouns,horseshoe
25803,compounds,horseshoe | horse | shoe
11186,personalNouns,horseshoer
11187,personalNouns,horsetail
11188,personalNouns,horsewhip
11189,personalNouns,horsewoman
11190,personalNouns,horticulture
11191,personalNouns,horticulturist
11192,personalNouns,hosanna
18985,word_clues,hose: garden tool | water source | firefighter's tool
11193,personalNouns,hosier
11194,personalNouns,hospice
3790,commonWords,hospital
6413,commonWords,hospitals
4101,commonWords,host
11195,personalNouns,host
18986,word_clues,host: game show personality | large number | party thrower | not a guest
5624,commonWords,hosted
11196,personalNouns,hostel
22000,word_clues,hostel: traveler's stop | low cost lodging | low cost stopover | overnight spot | low cost quarters
11197,personalNouns,hostess
11198,personalNouns,hostile
1454,nouns,hostility
3263,commonWords,hosting
11199,personalNouns,hostler
2932,commonWords,hot
11200,personalNouns,hot
27841,interjections,hot dog
24233,adjs,hot-button
25804,compounds,hotbed | hot | bed
25805,compounds,hotcake | hot | cake
11201,personalNouns,hotchpotch
25806,compounds,hotdog | hot | dog
2656,commonWords,hotel
11202,personalNouns,hotel
20359,word_clues,hotel: place to stay | inn | traveler's lodging | vacation lodging
2676,commonWords,hotels
22001,word_clues,hotels: travel guide listings | tourist residences | resorts | rooms for rent
11203,personalNouns,hotfoot
25807,compounds,hothead | hot | head
11204,personalNouns,hothouse
25808,compounds,hothouse | hot | house
25809,compounds,hotline | hot | line
20360,word_clues,hotly: intensely | angrily | with passion | heatedly
8786,pairs,hotness | squatness
25810,compounds,hotrod | hot | rod
25811,compounds,hotshot | hot | shot
25812,compounds,hotspring | hot | spring
11205,personalNouns,hotspur
11206,personalNouns,hottentot
25813,compounds,hottub | hot | tub
25814,compounds,hotwire | hot | wire
11207,personalNouns,houdah
11208,personalNouns,hound
20361,word_clues,hound: pester | pursue relentlessly | harass nonstop | keep after | kind of dog
22002,word_clues,hounds: hunting dogs | keeps after | harasses relentlessly | braying dogs
3563,commonWords,hour
11209,personalNouns,hour
18491,units_of_time,hour
18987,word_clues,hour: period of time | part of a day | 60 minutes
11210,personalNouns,hourglass
25815,compounds,hourglass | hour | glass
11211,personalNouns,houri
8477,adverbs,hourly
2820,commonWords,hours
11212,personalNouns,hours
20362,word_clues,hours: day divisions | sixty minute chunks | timecard data
2742,commonWords,house
11213,personalNouns,house
20363,word_clues,house: dwelling | residence | give shelter to | single family dwelling
25816,compounds,houseboat | house | boat
11214,personalNouns,housebreaker
25817,compounds,housebreaking | house | breaking
11215,personalNouns,housebuilder
25818,compounds,housecoat | house | coat
25819,compounds,housefly | house | fly
5298,commonWords,household
11216,personalNouns,household
25820,compounds,household | house | hold
11217,personalNouns,householder
11218,personalNouns,housekeeper
25821,compounds,housekeeper | house | keeper
11219,personalNouns,houseroom
5104,commonWords,houses
22003,word_clues,houses: provides room for | contains | realty listings | dwellings
25822,compounds,housetop | house | top
25823,compounds,housewarming | house | warming
11220,personalNouns,housewife
25824,compounds,housewife | house | wife
